Marca;Nombre;;Precio Und;Precio XM,Genero,Precio_Optimizado
"POR DEFINIR;FRENCH AVENUE VENENO SCARLET EXTRAIT DE PARFUM 100 ML UNISEX ;; $38.782 ; $37.782 ","Unisex","1003878237990"
"POR DEFINIR;FRENCH AVENUE VULCAN SABLE EDP 100 ML UNISEX ;; $27.521 ; $26.521 ","Unisex","1002752126990"
"POR DEFINIR;GIORGIO ARMANI CODE PARFUM 125 ML HOMBRE ;NUEVO; $100.210 ; $99.210 ","Hombre","12510021099990"
"POR DEFINIR;GIVENCHY GENTLEMAN EAU DE TOILLETE ORIGINALE 100ML HOMBRE ;NUEVO; $49.370 ; $48.370 ","Hombre","1004937048990"
"POR DEFINIR;GRANDEUR BEACH CORAL EDP 100 ML MUJER ;; $12.647 ; $11.647 ","Mujer","1001264711990"
"POR DEFINIR;GRANDEUR INSTINCT NOIR HOMBRE 100 ML EDP ;; $12.647 ; $11.647 ","Hombre","1001264711990"
"POR DEFINIR;GRANDEUR PACIFIC WOODS PARFUM 100 ML EDP ;; $12.647 ; $11.647 ","Unisex","1001264711990"
"POR DEFINIR;GRANDEUR TUBBEES COOKIES & CREAM EDP 50 ML ;; $8.613 ; $7.613 ","Unisex","5086137990"
"POR DEFINIR;GRANDEUR TUBBEES TROPICAL ISLAND EDP 50 ML UNISEX ;; $8.613 ; $7.613 ","Unisex","5086137990"
"POR DEFINIR;GUCCI FLORA GORGEOUS GARDENIA EDP INTENSE 50 ML MUJER ;; $62.815 ; $61.815 ","Mujer","506281561990"
"POR DEFINIR;Gucci flora Gorgeous Gardenia intense 100 Ml ;; $104.832 ; $103.832 ","Unisex","100104832103990"
"POR DEFINIR;HALLOWEEN MAN HERO EDT 125 ML ;; $24.328 ; $23.328 ","Unisex","1252432823990"
"POR DEFINIR;HUGO BOSS THE SCENT EDP 50 ML MUJER ;; $172.067 ; $171.067 ","Mujer","50172067171990"
"POR DEFINIR;JEAN PAUL GAULTIER DIVINE EDP 100 ML REFILLABLE  MUJER ;NUEVO; $88.445 ; $87.445 ","Mujer","1008844587990"
"POR DEFINIR;JEAN PAUL GAULTIER DIVINE LE PARFUM 50 ML REFILLABLE ;; $68.445 ; $67.445 ","Unisex","506844567990"
"POR DEFINIR;JEAN PAUL GAULTIER SCANDAL POUR HOMME INTENSE EDP 100 ML HOMBRE ;; $83.824 ; $82.824 ","Hombre","1008382482990"
"POR DEFINIR;JESSICA TWAIN ECLAIR EDP 35 ML UNISEX ;; $6.765 ; $5.765 ","Unisex","3567655990"
"POR DEFINIR;JO MILANO GAME OF SPADES BONUS PARFUM 100 ML UNISEX ;; $59.622 ; $58.622 ","Unisex","1005962258990"
"POR DEFINIR;JO MILANO GAME OF SPADES DOUBLE BONUS PARFUM 100 ML UNISEX ;; $58.445 ; $57.445 ","Unisex","1005844557990"
"POR DEFINIR;JO MILANO GAME OF SPADES EMERALD PARFUM 90 ML UNISEX ;; $67.353 ; $66.353 ","Unisex","906735366990"
"POR DEFINIR;JO MILANO GAME OF SPADES TOPAZ  PARFUM 90 ML UNISEX ;; $63.992 ; $62.992 ","Unisex","906399263990"
"POR DEFINIR;LACOSTE L.12.12 BLANC EDT 100 ML ;; $32.395 ; $31.395 ","Unisex","12121003239531990"
"POR DEFINIR;LANC�ME �FF NOW EDT 100 ML UNISEX ;NUEVO; $172.067 ; $171.067 ","Unisex","100172067171990"
"POR DEFINIR;LATTAFA AJWAD DESODORANTE AMBIENTAL 300 ML ;; $6.008 ; $5.008 ","Unisex","30060085990"
"POR DEFINIR;LATTAFA AL NASHAMA EDP 100 ML UNISEX ;; $20.546 ; $19.546 ","Unisex","1002054619990"
"POR DEFINIR;LATTAFA ANA ABIYEDH CORAL EDP 60 ML ;NUEVO; $14.496 ; $13.496 ","Unisex","601449613990"
"POR DEFINIR;LATTAFA ANA ABIYEDH EDP 50 ML AZZ ;; $6.849 ; $5.849 ","Unisex","5068495990"
"POR DEFINIR;LATTAFA ASAD ELIXIR EDP 100 ML HOMBRE ;NUEVO; $30.042 ; $29.042 ","Hombre","1003004229990"
"POR DEFINIR;LATTAFA BADEE AL OUD EDP 50 ML AAZ ;NUEVO; $6.849 ; $5.849 ","Unisex","5068495990"
"POR DEFINIR;LATTAFA CHOCO OVERDOSE GIVE ME GOURMAND EDP 75 ML  MUJER ;NUEVO; $20.378 ; $19.378 ","Mujer","752037819990"
"POR DEFINIR;LATTAFA COOKIE CRAVE GIVE ME GOURMAND EDP 75 ML MUJER ;NUEVO; $20.378 ; $19.378 ","Mujer","752037819990"
"POR DEFINIR;LATTAFA ECLAIRE PISTACHE EDP 100 ML ;; $32.563 ; $31.563 ","Unisex","1003256331990"
"POR DEFINIR;LATTAFA FAKHAR PLATIN EDP 100 ML HOMBRE ;NUEVO; $20.798 ; $19.798 ","Hombre","1002079819990"
"POR DEFINIR;LATTAFA KHAMRAH DUKHAN EDP 100 ML HOMBRE ;; $23.739 ; $22.739 ","Hombre","1002373922990"
"POR DEFINIR;LATTAFA MALLOW MADNESS GIVE ME GOURMAND EDP 75 ML MUJER ;NUEVO; $20.378 ; $19.378 ","Mujer","752037819990"
"POR DEFINIR;LATTAFA OPULENT DUBAI EDP 100 ML UNISEX ;NUEVO; $21.639 ; $20.639 ","Unisex","1002163920990"
"POR DEFINIR;LATTAFA PRIDE ART OF UNIVERSE EDP 100 ML UNISEX ;; $34.244 ; $33.244 ","Unisex","1003424433990"
"POR DEFINIR;LATTAFA PRIDE NEBRAS ELIXIR EDP 100 ML UNISEX ;NUEVO; $25.000 ; $24.000 ","Unisex","1002500024990"
"POR DEFINIR;LATTAFA VANILLA FREAK GIVE ME GOURMAND EDP 75 ML MUJER ;NUEVO; $20.378 ; $19.378 ","Mujer","752037819990"
"POR DEFINIR;LATTAFA WHIPPED PLEASURE GIVE ME GOURMAND EDP 75 ML MUJER ;NUEVO; $20.378 ; $19.378 ","Mujer","752037819990"
"POR DEFINIR;LATTAFA WILD VANILLE MUSK EDP 100 ML UNISEX ;; $15.756 ; $14.756 ","Unisex","1001575614990"
"POR DEFINIR;LATTAFA YARA ELIXIR EDP 100 ML MUJER ;NUEVO; $27.521 ; $26.521 ","Mujer","1002752126990"
"POR DEFINIR;MAISON ALHAMBRA FORBIDDEN LOVE EDP 30 ML UNISEX ;; $8.622 ; $7.622 ","Unisex","3086227990"
"POR DEFINIR;MAISON ALHAMBRA GLACIER GOLD EDP 100 ML HOMBRE ;; $14.076 ; $13.076 ","Hombre","1001407613990"
"POR DEFINIR;MAISON ALHAMBRA JORGE DI PROFUMO DEEP BLUE EDP 30 ML HOMBRE ;; $8.613 ; $7.613 ","Hombre","3086137990"
"POR DEFINIR;MAISON ALHAMBRA JUBILANT VITALITY EDP 100 ML  HOMBRE ;; $14.412 ; $13.412 ","Hombre","1001441213990"
"POR DEFINIR;MAISON ALHAMBRA KINGSMAN EDP 30 ML HOMBRE ;; $8.613 ; $7.613 ","Hombre","3086137990"
"POR DEFINIR;MAISON ALHAMBRA LEONIE INTENSE EDP 30ML ;; $8.697 ; $7.697 ","Unisex","3086977990"
"POR DEFINIR;MAISON ALHAMBRA LOVE SPARK EDP 80 ML UNISEX ;; $16.092 ; $15.092 ","Unisex","801609215990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST ALIVE NOW 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST B.A.D FEMME 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST CHANTS 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST DELILAH POUR FEMME 250 ML ;; $10.126 ; $9.126 ","Mujer","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST GLACIER BELLA 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST INTRUDE 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST LA VOIE 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST OPERA NOIR 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA PERFUME MIST SO CANDID 250 ML ;; $10.126 ; $9.126 ","Unisex","250101269990"
"POR DEFINIR;MAISON ALHAMBRA VICTORIOSO NERO EDP 30 ML HOMBRE ;; $8.613 ; $7.613 ","Hombre","3086137990"
"POR DEFINIR;MAISON ALHAMBRA YOUR TOUCH EXTRAIT EDP 100 ML HOMBRE ;; $14.412 ; $13.412 ","Hombre","1001441213990"
"POR DEFINIR;MARC JACOB DAISY POP LIMITED EDITION 50 ML EDT ;; $63.992 ; $62.992 ","Unisex","506399263990"
"POR DEFINIR;MARYAJ SULTAN FORTUNE 100ML HOMBRE ;; $14.084 ; $13.084 ","Hombre","1001408413990"
"POR DEFINIR;MARYAJ SULTAN GEMS 100ML UNISEX ;; $14.496 ; $13.496 ","Unisex","1001449613990"
"POR DEFINIR;MARYAJ SULTAN SECRET 100ML HOMBRE ;; $16.605 ; $15.605 ","Hombre","1001660515990"
"POR DEFINIR;MIRADA TOGETHER WITH YOU ALWAYS EDP 100 ML HOMBRE ;; $11.975 ; $10.975 ","Hombre","1001197510990"
"POR DEFINIR;MIRADA TOGETHER WITH YOU AMBER EDP 100 ML HOMBRE ;; $11.975 ; $10.975 ","Hombre","1001197510990"
"POR DEFINIR;MIRADA TOGETHER WITH YOU EDP 100 ML HOMBRE ;; $11.975 ; $10.975 ","Hombre","1001197510990"
"POR DEFINIR;MUGLER A-MEN STELLAR EDP LUMINEUSE 100 ML HOMBRE ;; $63.908 ; $62.908 ","Hombre","1006390862990"
"POR DEFINIR;MUGLER ANGEL STELLAR EDP LUMINEUSE 100 ML MUJER ;; $93.992 ; $92.992 ","Mujer","1009399293990"
"POR DEFINIR;MUGLER ANGEL STELLAR EDP LUMINEUSE 25 ML MUJER ;NUEVO; $93.992 ; $92.992 ","Mujer","259399293990"
"POR DEFINIR;MUGLER ANGEL STELLAR EDP LUMINEUSE 50 ML MUJER ;; $73.992 ; $72.992 ","Mujer","507399273990"
"POR DEFINIR;PACO RABANNE INVICTUS VICTORY ELIXIR PARFUM INTENSE 100 ML HOMBRE ;; $82.983 ; $81.983 ","Hombre","1008298381990"
"POR DEFINIR;PACO RABANNE MILLION GOLD EDP INTENSE 100 ML HOMBRE ;; $81.303 ; $80.303 ","Hombre","1008130380990"
"POR DEFINIR;PARIS CORNER EAU DE BLANC POUR HOMME EDP 100 ML ;; $15.756 ; $14.756 ","Hombre","1001575614990"
"POR DEFINIR;PARIS CORNER EMIR VOUX ZESTE EDP 100 ML MUJER ;; $17.437 ; $16.437 ","Mujer","1001743716990"
"POR DEFINIR;PARIS CORNER KHAIR EDP 100 ML HOMBRE ;; $16.933 ; $15.933 ","Hombre","1001693315990"
"POR DEFINIR;PARIS CORNER KHAIR FELICITY EDP 100 ML ;; $16.597 ; $15.597 ","Unisex","1001659715990"
"POR DEFINIR;PERFUME 212 NYC EDT 200ML ;; $95.336 ; $94.336 ","Unisex","2122009533694990"
"POR DEFINIR;PRADA CANDY EDP 80 ML MUJER ;; $92.227 ; $91.227 ","Mujer","809222791990"
"POR DEFINIR;PRADA LUNA ROSA MUJER 100 ML EDT ;; $75.420 ; $74.420 ","Mujer","1007542074990"
"POR DEFINIR;PRADA LUNA ROSA OCEAN LE PARFUM 100 ML HOMBRE ;NUEVO; $92.227 ; $91.227 ","Hombre","1009222791990"
"POR DEFINIR;RALPH LAUREN POLO DEEP BLUE PARFUM 125 ML HOMBRE ;NUEVO; $52.731 ; $51.731 ","Hombre","1255273151990"
"POR DEFINIR;RALPH LAUREN POLO RED EDT 200 ML HOMBRE ;; $68.361 ; $67.361 ","Hombre","2006836167990"
"POR DEFINIR;RALPH LAUREN RALPH'S CLUB NEW YORK EDP 110 ML HOMBRE ;; $68.697 ; $67.697 ","Hombre","1106869767990"
"POR DEFINIR;RALPH LAUREN SET POLO BLUE EDT 125 ML + 40 ML + DEO 75 ML  HOMBRE ;; $62.815 ; $61.815 ","Hombre","12540756281561990"
"POR DEFINIR;RALPH LAUREN SET POLO BLUE EDT 125 ML + 40 ML + DEP 75 ML HOMBRE ;; $172.067 ; $171.067 ","Hombre","1254075172067172000"
"POR DEFINIR;RASASI HAWAS FOR HER PINK EDP 100 ML MUJER ;; $36.765 ; $35.765 ","Mujer","1003676535990"
"POR DEFINIR;REFILL DOLCE & GABBANA LIGHT BLUE EDT 100 ML MUJER ;; $48.529 ; $47.529 ","Mujer","1004852947990"
"POR DEFINIR;SET AZZARO WANTED FOREVER ELIXIR PARFUM 100 ML + 2x10 ML HOMBRE ;; $103.992 ; $102.992 ","Hombre","100210103992104000"
"POR DEFINIR;SET GIORGIO ARMANI MY WAY EDP 30 ML + 10 ML MUJER ;NUEVO; $38.445 ; $37.445 ","Mujer","30103844537990"
"POR DEFINIR;SET GIORGIO ARMANI MY WAY EDP 90 ML + 10 ML + BL 50 ML MUJER ;NUEVO; $82.983 ; $81.983 ","Mujer","9010508298381990"
"POR DEFINIR;SET JO MILANO GAME OF SPADES EXCLUSIVE BONUS 100 ML + FULL HOUSE 100 ML UNISEX ;; $95.588 ; $94.588 ","Unisex","1001009558894990"
"POR DEFINIR;SET LATTAFA MY YARA COLLECTION 25 ML X 4 MUJER ;NUEVO; $29.202 ; $28.202 ","Mujer","2542920228990"
"POR DEFINIR;SET MUGLER ANGEL EDP 25 ML + SG 50 ML + BL 50 ML MUJER ;; $43.992 ; $42.992 ","Mujer","2550504399243990"
"POR DEFINIR;TESTER 9 PM ELIXIR INTENSE PARFUM 100 ML ;; $27.101 ; $26.101 ","Unisex","91002710126990"
"POR DEFINIR;TESTER ADOLFO DOMINGUEZ FRESIA SOLAR EDP 120 ML MUJER ;NUEVO; $11.000 ; $10.000 ","Mujer","1201100010990"
"POR DEFINIR;TESTER ADOLFO DOMINGUEZ IRIS VAINILLA EDP 120 ML MUJER ;NUEVO; $11.000 ; $10.000 ","Mujer","1201100010990"
"POR DEFINIR;TESTER ADOLFO DOMINGUEZ JAZMIN TONKA EDP 120 ML MUJER ;NUEVO; $11.000 ; $10.000 ","Mujer","1201100010990"
"POR DEFINIR;TESTER AGATHA RUIZ DE LA PRADA GOTAS DE COLOR EDT 100 ML MUJER ;; $14.076 ; $13.076 ","Mujer","1001407613990"
"POR DEFINIR;TESTER AGATHA RUIZ DE LA PRADA LOOK GOLD EDT 80 ML MUJER ;NUEVO; $12.500 ; $11.500 ","Mujer","801250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS BLACK SEDUCTION EDT 100 ML HOMBRE ;NUEVO; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS BLUE SEDUCTION EDT 80 ML MUJER ;NUEVO; $12.500 ; $11.500 ","Mujer","801250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS DIAVOLO EDT 100 ML HOMBRE ;NUEVO; $9.800 ; $8.800 ","Hombre","10098008990"
"POR DEFINIR;TESTER ANTONIO BANDERAS HER SECRET ABSOLU EDP 80 ML MUJER ;NUEVO; $12.500 ; $11.500 ","Mujer","801250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS HER SECRET DESIRE EDT 80 ML MUJER ;; $14.076 ; $13.076 ","Mujer","801407613990"
"POR DEFINIR;TESTER ANTONIO BANDERAS KING OF SEDUCTION ABSOLUTE EDT 100 ML HOMBRE ;NUEVO; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS KING OF SEDUCTION EDT 100 ML HOMBRE ;NUEVO; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS POWER OF SEDUCTION EDT 100 ML HOMBRE ;NUEVO; $10.500 ; $9.500 ","Hombre","100105009990"
"POR DEFINIR;TESTER ANTONIO BANDERAS THE GOLDEN SECRET EDT 100 ML HOMBRE ;; $14.076 ; $13.076 ","Hombre","1001407613990"
"POR DEFINIR;TESTER ANTONIO BANDERAS THE ICON EDP 100 ML HOMBRE ;NUEVO; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS THE ICON SUPREME EDP INTENSE 100 ML HOMBRE ;NUEVO; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS THE SECRET ABSOLU EDP 100 ML HOMBRE ;NUEVO; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO BANDERAS THE SECRET EDT 100 ML HOMBRE ;; $12.500 ; $11.500 ","Hombre","1001250011990"
"POR DEFINIR;TESTER ANTONIO PUIG AGUA BRAVA EDC 100 ML HOMBRE ;; $10.000 ; $9.000 ","Hombre","100100009990"
"POR DEFINIR;TESTER CAROLINA HERRERA 212 HEROES FOREVER YOUNG EDP 80 ML MUJER ;; $68.000 ; $67.000 ","Mujer","212806800067990"
"POR DEFINIR;TESTER CAROLINA HERRERA 212 MEN HEROES FOREVER YOUNG EDT 90 ML ;; $62.000 ; $61.000 ","Hombre","212906200061990"
"POR DEFINIR;TESTER CAROLINA HERRERA 212 VIP EDT 100 ML HOMBRE ;; $51.050 ; $50.050 ","Hombre","2121005105050990"
"POR DEFINIR;TESTER CAROLINA HERRERA BAD BOY EDP EXTREME 100 ML HOMBRE ;NUEVO; $62.000 ; $61.000 ","Hombre","1006200061990"
"POR DEFINIR;TESTER CAROLINA HERRERA BAD BOY EDT 100 ML HOMBRE ;NUEVO; $59.000 ; $58.000 ","Hombre","1005900058990"
"POR DEFINIR;TESTER CAROLINA HERRERA CH EDT 100 ML MUJER ;; $54.412 ; $53.412 ","Mujer","1005441253990"
"POR DEFINIR;TESTER CAROLINA HERRERA LA BOMBA EDP 80 ML MUJER ;NUEVO; $87.185 ; $86.185 ","Mujer","808718586990"
"POR DEFINIR;TESTER DOLCE & GABBANA THE ONLY ONE EDP 100 ML ;; $43.908 ; $42.908 ","Unisex","1004390842990"
"POR DEFINIR;TESTER GIORGIO ARMANI MY WAY NECTAR EDP 90 ML MUJER ;; $60.000 ; $59.000 ","Mujer","906000059990"
"POR DEFINIR;TESTER ISSEY MIYAKE L'EAU D'ISSEY EDT 100 ML MUJER ;; $25.840 ; $24.840 ","Mujer","1002584024990"
"POR DEFINIR;TESTER LANC�ME LA NUIT TR�SOR EDP 75 ML MUJER ;; $59.000 ; $58.000 ","Mujer","755900058990"
"POR DEFINIR;TESTER LANC�ME TR�SOR EDP 100 ML MUJER ;; $60.000 ; $59.000 ","Mujer","1006000059990"
"POR DEFINIR;TESTER PACO RABANNE INVICTUS VICTORY EDP EXTREME 100 ML HOMBRE ;; $59.000 ; $58.000 ","Hombre","1005900058990"
"POR DEFINIR;TESTER PACO RABANNE MILLION GOLD ELIXIR PARFUM INTENSE 100 ML HOMBRE ;; $64.000 ; $63.000 ","Hombre","1006400063990"
"POR DEFINIR;TESTER PACO RABANNE ONE MILLION EDT 100 ML HOMBRE ;; $56.000 ; $55.000 ","Hombre","1005600055990"
"POR DEFINIR;TESTER RALPH LAUREN POLO EST. 67 EDT 125 ML HOMBRE ;; $49.000 ; $48.000 ","Hombre","671254900048990"
"POR DEFINIR;TESTER YSL BLACK OPIUM EDP 90 ML MUJER ;; $72.000 ; $71.000 ","Mujer","907200071990"
"POR DEFINIR;TESTER YVES SAINT LAURENT Y EDT 100 ML HOMBRE ;; $62.000 ; $61.000 ","Hombre","1006200061990"
"POR DEFINIR;TOUS LOVEME EDP 90 ML UNISEX ;; $40.714 ; $39.714 ","Unisex","904071439990"
"POR DEFINIR;VALENTINO DONNA BORN IN ROMA GREEN STRAVAGANZA EDP 100 ML MUJER ;; $100.210 ; $99.210 ","Mujer","10010021099990"
"POR DEFINIR;VALENTINO DONNA BORN IN ROMA YELLOW DREAM EDP 100 ML MUJER ;; $87.605 ; $86.605 ","Mujer","1008760586990"
"POR DEFINIR;VALENTINO UOMO BORN IN ROMA YELLOW DREAM EDT 100 ML HOMBRE ;; $78.361 ; $77.361 ","Hombre","1007836177990"
"POR DEFINIR;VERSACE EROS FLAME EDP 200 ML HOMBRE ;; $66.513 ; $65.513 ","Hombre","2006651365990"
"POR DEFINIR;VIKTOR & ROLF SPICEBOMB METALLIC MUSK EDP 50 ML HOMBRE ;; $65.336 ; $64.336 ","Hombre","506533664990"
"POR DEFINIR;VIKTOR & ROLF SPICEBOMB METALLIC MUSK EDP 90 ML HOMBRE ;; $83.824 ; $82.824 ","Hombre","908382482990"
"Puig;ANTONIO PUIG AQUA QUORUM EDT 100 ML ;; $14.076 ; $13.076 ","Unisex","1001407613990"
"QUORUM;ANTONIO PIUG QUORUM SILVER MAN 100ML EDT ;; $13.076 ; $12.076 ","Unisex","1001307612990"
"Quorum;QUORUM 100ML EDT ;; $14.076 ; $13.076 ","Unisex","1001407613990"
"RALPH LAUREN;RALPH LAUREN CLUB ELIXIR 75ML EDP HOMBRE ;; $46.017 ; $45.017 ","Hombre","754601745990"
"Ralph Lauren;RALPH LAUREN POLO 67 125ML EDT ;; $62.815 ; $61.815 ","Unisex","671256281561990"
"RALPH LAUREN;RALPH LAUREN POLO BLUE EDT 75ML HOMBRE ;; $45.168 ; $44.168 ","Hombre","754516844990"
"Ralph Lauren;RALPH LAUREN POLO BLUE MAN 125 ML EDT ;; $58.613 ; $57.613 ","Unisex","1255861357990"
"Ralph Lauren;RALPH LAUREN POLO RED MAN 125ML EDT ;; $36.597 ; $35.597 ","Unisex","1253659735990"
"Ralph Lauren;RALPH LAURENT RALPH CALIPSO 100ML EDT ;NUEVO; $46.176 ; $45.176 ","Unisex","1004617645990"
"Ralph Lauren;TESTER RALPH LAUREN POLO RED RUSH MAN 125ML EDT ;NUEVO; $40.882 ; $39.882 ","Unisex","1254088239990"
"Rasasi;RASASI AIYARA MUJER EDP 100 ML ;NUEVO; $19.546 ; $18.546 ","Mujer","1001954618990"
"Rasasi;RASASI BORN TO WIN POUR HOMME 100 ML EDP ;NUEVO; $25.008 ; $24.008 ","Hombre","1002500824990"
"Rasasi;RASASI EGRA HOMBRE 100 ML EDP ;; $19.546 ; $18.546 ","Hombre","1001954618990"
"Rasasi;RASASI EGRA MUJER EDP 100ML ;; $19.546 ; $18.546 ","Mujer","1001954618990"
"RASASI;RASASI HAWAS FOR HIM 100ML EDP ;; $21.639 ; $20.639 ","Unisex","1002163920990"
"RASASI;RASASI HAWAS ICE 100ML EDP ;; $33.824 ; $32.824 ","Unisex","1003382432990"
"Rasasi;RASASI LATUQAWAM WOMAN 75ML EDP ;NUEVO; $36.580 ; $35.580 ","Unisex","753658035990"
"Rasasi;RASASI MARHA MEN 100 ML EDP ;NUEVO; $19.546 ; $18.546 ","Hombre","1001954618990"
"Rasasi;RASASI SORYANI HOMBRE EDP 100ML ;; $20.807 ; $19.807 ","Hombre","1002080719990"
"Rasasi;RASASI SORYANI MUJER 100 ML EDP ;; $20.807 ; $19.807 ","Mujer","1002080719990"
"RAYHAAN;RAYHAAN ELIXIR EDP (DUPE LE MALE ELIXIR) 100ML ;NUEVO; $25.849 ; $24.849 ","Unisex","1002584924990"
"Sin categorizar;FRAGRANCE WORLD CHAMPION MONEY EDP 80 ML  HOMBRE ;NUEVO; $20.807 ; $19.807 ","Hombre","802080719990"
"THIERRY MUGLER;SET THIERRY MUGLER ANGEL PARFUM 50ML + 10ML MUJER ;NUEVO; $63.992 ; $62.992 ","Mujer","50106399263990"
"Thierry Mugler;THIERRY MUGLER A MAN MUGLER MAN 100ML EDT ;; $43.403 ; $42.403 ","Unisex","1004340342990"
"THIERRY MUGLER;THIERRY MUGLER A MEN FANTASM 100 ML EDP ;; $58.622 ; $57.622 ","Hombre","1005862257990"
"Thierry Mugler;THIERRY MUGLER ALIEN GODDESS PARFUM MUJER 30 ML EDP ;; $33.403 ; $32.403 ","Mujer","303340332990"
"THIERRY MUGLER;THIERRY MUGLER ALIEN HYPERSENSE PARFUM MUJER 90ML EDP ;; $71.218 ; $70.218 ","Mujer","907121870990"
"THIERRY MUGLER;THIERRY MUGLER ALIEN MUGLER TALISMAN PARFUM 60 ML EDP ;NUEVO; $46.017 ; $45.017 ","Unisex","604601745990"
"THIERRY MUGLER;THIERRY MUGLER ALIEN MUJER 90ML EDP ;; $83.992 ; $82.992 ","Mujer","908399283990"
"THIERRY MUGLER;THIERRY MUGLER ANGEL ELIXIR MUJER RECARGABLE 100ML EDP ;; $83.992 ; $82.992 ","Mujer","1008399283990"
"THIERRY MUGLER;THIERRY MUGLER ANGEL FANTASM PARFUM 100ML MUJER ;; $96.437 ; $95.437 ","Mujer","1009643795990"
"Thierry Mugler;THIERRY MUGLER ANGEL MUGLER 25 ML EDP ;; $83.992 ; $82.992 ","Unisex","258399283990"
"THIERRY MUGLER;THIERRY MUGLER ANGEL NOVA PARFUM MUJER 50ML EDP ;; $57.496 ; $56.496 ","Mujer","505749656990"
"THIERRY MUGLER;THIERRY MUGLER ELIXIR PARFUM MUJER 50ML EDP ;; $73.992 ; $72.992 ","Mujer","507399273990"
"Tom Ford;TOM FORD TUSCAN LEATHER PARFUM 50ML EDP ;NUEVO; $180.471 ; $179.471 ","Unisex","50180471179990"
"Tommy Hilfiger;TOMMY GIRL FOREVER EDT 100 ML ;NUEVO; $29.210 ; $28.210 ","Unisex","1002921028990"
"TOMMY HILFIGER;TOMMY HILFIGER GIRL 200ML EDT ;; $31.723 ; $30.723 ","Unisex","2003172330990"
"Tommy Hilfiger;TOMMY HILFIGER GIRL SIN CELOFAN 100ML EDT ;; $25.840 ; $24.840 ","Unisex","1002584024990"
"Tommy Hilfiger;TOMMY HILFIGER MAN 200ML EDT ;; $32.143 ; $31.143 ","Unisex","2003214331990"
"Tommy Hilfiger;TOMMY HILFIGER MAN SIN CELOFAN 100 ML EDT ;NUEVO; $25.000 ; $24.000 ","Unisex","1002500024990"
"Versace;TESTER VERSACE EROS MAN 100ML EDT (CON TAPA) ;; $35.084 ; $34.084 ","Unisex","1003508434990"
"VERSACE;VERSACE BRIGHT CRYSTAL WOMAN 90ML EDT ;; $46.857 ; $45.857 ","Unisex","904685745990"
"VERSACE;VERSACE EROS ENERGY POUR HOMME EDP 100 ML ;; $56.849 ; $55.849 ","Hombre","1005684955990"
"Versace;VERSACE EROS MAN 100ML EDP ;; $57.773 ; $56.773 ","Unisex","1005777356990"
"VERSACE;VERSACE EROS PARFUM HOMBRE 100 ML EDP ;; $59.462 ; $58.462 ","Hombre","1005946258990"
"VERSACE;VERSACE POUR HOMME  200ML EDT ;; $60.294 ; $59.294 ","Hombre","2006029459990"
"VICTORIA SECRET;VICTORIA SECRET CREMA LOVE SPELL 236ML ;; $15.765 ; $14.765 ","Unisex","2361576514990"
"Victoria Secret;VICTORIA SECRET LOVE ADDICT MUJER 250 ML LOCION ;; $14.496 ; $13.496 ","Mujer","2501449613990"
"VICTORINOX;VICTORINOX ALTITUDE MAN 100ML EDP ;; $22.479 ; $21.479 ","Unisex","1002247921990"
"VIKTOR AND ROLF;SET VIKTOR AND ROLF FLOWERBOMB 100 ML + 10 ML ;; $63.992 ; $62.992 ","Unisex","100106399263990"
"VIKTOR AND ROLF;SET VIKTOR AND ROLF FLOWERBOMB 100 ML + 10 ML + 200 ML SG ;; $63.992 ; $62.992 ","Unisex","100102006399264000"
